Микро_Зона_ID;Координата_Старт;Координата_Конец;Родительский_3D_Узел;Букв_в_куске;Масса_Куска_(kDa);GC_Состав_%;Т_Плавления_(C);CpG_Островки_(шт);GC_Skew;AT_Skew;Индекс_Изгибаемости;Потенциал_Z_ДНК_%;Сродство_Нуклеосом_%;Жесткость_Точечная_(3-mer);Жесткость_Полувитка_(5-mer);Периодичность_Витка_(10-mer);Регуляторный_Профиль_(20-mer);Энергия_Деформации_(kT);Локальная_Гидрофобность;Микро_Заряд_Дебая
Zone_85;49984235;49985256;Node_0;1021;"=""314.852""";"=""39.1""";"=""2840.0""";"=""6.0""";"=""-0.1128""";"=""0.1318""";"=""0.0471""";"=""3.53""";"=""37.92""";"=""0.0461""";"=""0.0448""";"=""37.92""";"=""39.33""";"=""0.305""";"=""321.075""";"=""10.5076"""
Zone_86;49985256;49986277;Node_0;1021;"=""315.302""";"=""33.5""";"=""2726.0""";"=""4.0""";"=""-0.0585""";"=""0.1134""";"=""0.0448""";"=""4.7""";"=""44.16""";"=""0.0443""";"=""0.0445""";"=""44.16""";"=""33.76""";"=""0.308""";"=""320.235""";"=""10.5227"""
Zone_87;49986277;49987298;Node_0;1021;"=""314.036""";"=""32.8""";"=""2712.0""";"=""3.0""";"=""-0.1761""";"=""-0.0437""";"=""0.0449""";"=""2.74""";"=""46.34""";"=""0.0444""";"=""0.0447""";"=""46.34""";"=""32.67""";"=""0.306""";"=""320.294""";"=""10.4804"""
Zone_88;49987298;49988319;Node_0;1021;"=""314.89""";"=""27.5""";"=""2604.0""";"=""3.0""";"=""-0.1174""";"=""0.0676""";"=""0.0427""";"=""2.74""";"=""51.29""";"=""0.0423""";"=""0.0444""";"=""51.29""";"=""27.35""";"=""0.309""";"=""319.328""";"=""10.5089"""
Zone_89;49988319;49989340;Node_0;1021;"=""315.113""";"=""36.4""";"=""2786.0""";"=""5.0""";"=""-0.086""";"=""0.131""";"=""0.0457""";"=""2.74""";"=""41.78""";"=""0.0449""";"=""0.0447""";"=""41.78""";"=""36.27""";"=""0.306""";"=""320.509""";"=""10.5163"""
Zone_90;49989340;49990361;Node_0;1021;"=""315.507""";"=""34.8""";"=""2752.0""";"=""0.0""";"=""0.0141""";"=""0.015""";"=""0.0447""";"=""3.13""";"=""43.47""";"=""0.0441""";"=""0.0446""";"=""43.47""";"=""34.59""";"=""0.307""";"=""320.14""";"=""10.5295"""
Zone_91;49990361;49991382;Node_0;1021;"=""315.002""";"=""33.1""";"=""2718.0""";"=""8.0""";"=""-0.0473""";"=""-0.0102""";"=""0.0461""";"=""3.92""";"=""44.65""";"=""0.0454""";"=""0.045""";"=""44.65""";"=""33.07""";"=""0.303""";"=""320.756""";"=""10.5126"""
Zone_92;49991382;49992403;Node_0;1021;"=""314.105""";"=""38.9""";"=""2836.0""";"=""17.0""";"=""-0.1788""";"=""0.0513""";"=""0.047""";"=""3.53""";"=""38.91""";"=""0.0462""";"=""0.0445""";"=""38.91""";"=""38.99""";"=""0.308""";"=""321.09""";"=""10.4827"""
Zone_93;49992403;49993424;Node_0;1021;"=""313.238""";"=""37.6""";"=""2810.0""";"=""4.0""";"=""-0.2448""";"=""-0.0895""";"=""0.0464""";"=""1.96""";"=""39.7""";"=""0.0457""";"=""0.0448""";"=""39.7""";"=""37.62""";"=""0.305""";"=""320.88""";"=""10.4538"""
Zone_94;49993424;49994445;Node_0;1021;"=""314.343""";"=""37.3""";"=""2804.0""";"=""5.0""";"=""-0.1601""";"=""0.0656""";"=""0.0455""";"=""4.31""";"=""40.4""";"=""0.0448""";"=""0.0445""";"=""40.4""";"=""37.04""";"=""0.308""";"=""320.467""";"=""10.4906"""
Zone_95;49994445;49995466;Node_0;1021;"=""316.638""";"=""49.3""";"=""3048.0""";"=""5.0""";"=""0.0775""";"=""0.1815""";"=""0.0495""";"=""3.53""";"=""26.04""";"=""0.0482""";"=""0.0451""";"=""26.04""";"=""49.35""";"=""0.302""";"=""322.02""";"=""10.5673"""
Zone_96;49995466;49996487;Node_0;1021;"=""314.719""";"=""44.2""";"=""2944.0""";"=""3.0""";"=""-0.1663""";"=""0.3158""";"=""0.0475""";"=""3.92""";"=""32.48""";"=""0.0465""";"=""0.0446""";"=""32.48""";"=""43.9""";"=""0.307""";"=""321.249""";"=""10.5032"""
Zone_97;49996487;49997508;Node_0;1021;"=""316.268""";"=""33.7""";"=""2730.0""";"=""4.0""";"=""-0.0174""";"=""0.3383""";"=""0.0443""";"=""3.53""";"=""43.66""";"=""0.0436""";"=""0.0445""";"=""43.66""";"=""33.97""";"=""0.308""";"=""319.927""";"=""10.5549"""
Zone_98;49997508;49998529;Node_0;1021;"=""316.076""";"=""31.8""";"=""2692.0""";"=""1.0""";"=""-0.0708""";"=""0.3793""";"=""0.0444""";"=""3.53""";"=""47.33""";"=""0.0436""";"=""0.0448""";"=""47.33""";"=""31.87""";"=""0.304""";"=""319.914""";"=""10.5485"""
Zone_99;49998529;49999550;Node_0;1021;"=""315.045""";"=""37.2""";"=""2802.0""";"=""7.0""";"=""-0.1789""";"=""0.3573""";"=""0.0452""";"=""2.35""";"=""39.21""";"=""0.0444""";"=""0.0444""";"=""39.21""";"=""37.31""";"=""0.309""";"=""320.29""";"=""10.5141"""
Zone_100;49999550;50000571;Node_0;1021;"=""315.716""";"=""35.6""";"=""2768.0""";"=""3.0""";"=""-0.1129""";"=""0.3951""";"=""0.0451""";"=""3.13""";"=""41.98""";"=""0.0445""";"=""0.0446""";"=""41.98""";"=""35.36""";"=""0.307""";"=""320.323""";"=""10.5365"""
Zone_101;50000571;50001592;Node_0;1021;"=""317.045""";"=""31.1""";"=""2678.0""";"=""9.0""";"=""0.1887""";"=""0.1579""";"=""0.0447""";"=""9.79""";"=""49.9""";"=""0.0441""";"=""0.045""";"=""49.9""";"=""30.94""";"=""0.303""";"=""320.137""";"=""10.5808"""
Zone_102;50001592;50002613;Node_0;1021;"=""314.808""";"=""41.2""";"=""2884.0""";"=""24.0""";"=""-0.0546""";"=""-0.0467""";"=""0.0463""";"=""3.13""";"=""36.34""";"=""0.0454""";"=""0.0441""";"=""36.34""";"=""41.21""";"=""0.313""";"=""320.743""";"=""10.5062"""
Zone_103;50002613;50003634;Node_0;1021;"=""315.572""";"=""33.1""";"=""2718.0""";"=""8.0""";"=""-0.0296""";"=""0.1362""";"=""0.0447""";"=""1.96""";"=""46.24""";"=""0.0441""";"=""0.0447""";"=""46.24""";"=""32.33""";"=""0.306""";"=""320.179""";"=""10.5317"""
Zone_104;50003634;50004655;Node_0;1021;"=""315.876""";"=""45.7""";"=""2976.0""";"=""2.0""";"=""-0.0193""";"=""0.2563""";"=""0.0484""";"=""3.92""";"=""30.89""";"=""0.0474""";"=""0.0449""";"=""30.89""";"=""45.95""";"=""0.304""";"=""321.636""";"=""10.5418"""
Zone_105;50004655;50005676;Node_0;1021;"=""315.741""";"=""47.5""";"=""3012.0""";"=""3.0""";"=""-0.0186""";"=""0.2052""";"=""0.05""";"=""4.31""";"=""29.01""";"=""0.0487""";"=""0.0451""";"=""29.01""";"=""47.4""";"=""0.301""";"=""322.239""";"=""10.5373"""
Zone_106;50005676;50006697;Node_0;1021;"=""317.384""";"=""39.5""";"=""2848.0""";"=""11.0""";"=""0.1216""";"=""0.3657""";"=""0.0462""";"=""2.35""";"=""37.62""";"=""0.0454""";"=""0.0443""";"=""37.62""";"=""39.68""";"=""0.31""";"=""320.734""";"=""10.5921"""
Zone_107;50006697;50007718;Node_0;1021;"=""316.479""";"=""35.5""";"=""2766.0""";"=""3.0""";"=""0.0387""";"=""0.2807""";"=""0.0451""";"=""5.09""";"=""42.48""";"=""0.0443""";"=""0.0446""";"=""42.48""";"=""35.38""";"=""0.307""";"=""320.228""";"=""10.5619"""
Zone_108;50007718;50008739;Node_0;1021;"=""316.068""";"=""32.2""";"=""2700.0""";"=""3.0""";"=""-0.0578""";"=""0.3526""";"=""0.0439""";"=""2.74""";"=""47.72""";"=""0.0432""";"=""0.0445""";"=""47.72""";"=""32.13""";"=""0.308""";"=""319.751""";"=""10.5482"""
Zone_109;50008739;50009760;Node_0;1021;"=""315.46""";"=""33.4""";"=""2724.0""";"=""2.0""";"=""-0.1496""";"=""0.3676""";"=""0.0439""";"=""2.74""";"=""44.46""";"=""0.0431""";"=""0.0439""";"=""44.46""";"=""33.58""";"=""0.315""";"=""319.706""";"=""10.5279"""
Zone_110;50009760;50010781;Node_0;1021;"=""315.966""";"=""36.6""";"=""2790.0""";"=""7.0""";"=""-0.0535""";"=""0.3416""";"=""0.0444""";"=""6.27""";"=""40.5""";"=""0.0437""";"=""0.044""";"=""40.5""";"=""37.0""";"=""0.313""";"=""319.985""";"=""10.5448"""
Zone_111;50010781;50011802;Node_0;1021;"=""316.467""";"=""34.4""";"=""2744.0""";"=""4.0""";"=""0.037""";"=""0.2806""";"=""0.0447""";"=""3.92""";"=""42.48""";"=""0.0441""";"=""0.0448""";"=""42.48""";"=""34.25""";"=""0.305""";"=""320.14""";"=""10.5615"""
Zone_112;50011802;50012823;Node_0;1021;"=""316.566""";"=""39.5""";"=""2848.0""";"=""26.0""";"=""0.1017""";"=""0.1294""";"=""0.0463""";"=""5.09""";"=""39.11""";"=""0.0457""";"=""0.0441""";"=""39.11""";"=""39.79""";"=""0.313""";"=""320.876""";"=""10.5649"""
Zone_113;50012823;50013844;Node_0;1021;"=""315.328""";"=""31.4""";"=""2684.0""";"=""5.0""";"=""-0.0405""";"=""0.0771""";"=""0.0438""";"=""2.35""";"=""46.24""";"=""0.0431""";"=""0.0447""";"=""46.24""";"=""31.21""";"=""0.306""";"=""319.704""";"=""10.5235"""
Zone_114;50013844;50014865;Node_0;1021;"=""314.909""";"=""43.0""";"=""2920.0""";"=""10.0""";"=""-0.0706""";"=""0.0481""";"=""0.0471""";"=""2.74""";"=""34.36""";"=""0.0462""";"=""0.044""";"=""34.36""";"=""43.29""";"=""0.314""";"=""321.105""";"=""10.5095"""
Zone_115;50014865;50015886;Node_0;1021;"=""314.741""";"=""38.5""";"=""2828.0""";"=""4.0""";"=""-0.1145""";"=""0.0924""";"=""0.0465""";"=""4.31""";"=""38.51""";"=""0.0456""";"=""0.0446""";"=""38.51""";"=""38.84""";"=""0.306""";"=""320.854""";"=""10.5039"""
Zone_116;50015886;50016907;Node_0;1021;"=""316.484""";"=""39.7""";"=""2852.0""";"=""4.0""";"=""0.0321""";"=""0.3019""";"=""0.0468""";"=""5.09""";"=""36.44""";"=""0.046""";"=""0.0446""";"=""36.44""";"=""39.75""";"=""0.307""";"=""321.002""";"=""10.5621"""
Zone_117;50016907;50017928;Node_0;1021;"=""314.563""";"=""37.0""";"=""2798.0""";"=""9.0""";"=""-0.1958""";"=""0.2317""";"=""0.0467""";"=""4.31""";"=""40.79""";"=""0.0461""";"=""0.0453""";"=""40.79""";"=""37.21""";"=""0.299""";"=""321.061""";"=""10.498"""
Zone_118;50017928;50018949;Node_0;1021;"=""314.806""";"=""27.5""";"=""2604.0""";"=""1.0""";"=""-0.1388""";"=""0.0784""";"=""0.0422""";"=""3.53""";"=""52.08""";"=""0.0416""";"=""0.0448""";"=""52.08""";"=""27.67""";"=""0.305""";"=""319.046""";"=""10.5061"""
Zone_119;50018949;50019970;Node_0;1021;"=""314.078""";"=""33.1""";"=""2718.0""";"=""3.0""";"=""-0.2012""";"=""0.0278""";"=""0.0439""";"=""6.66""";"=""45.54""";"=""0.0433""";"=""0.0445""";"=""45.54""";"=""33.25""";"=""0.308""";"=""319.782""";"=""10.4818"""
Zone_120;50019970;50020991;Node_0;1021;"=""314.685""";"=""33.3""";"=""2722.0""";"=""5.0""";"=""-0.1294""";"=""0.069""";"=""0.0455""";"=""3.92""";"=""44.85""";"=""0.0447""";"=""0.0449""";"=""44.85""";"=""33.09""";"=""0.304""";"=""320.434""";"=""10.5021"""
Zone_121;50020991;50022012;Node_0;1021;"=""311.746""";"=""38.8""";"=""2834.0""";"=""3.0""";"=""-0.399""";"=""-0.168""";"=""0.047""";"=""2.35""";"=""38.12""";"=""0.0463""";"=""0.0448""";"=""38.12""";"=""38.75""";"=""0.304""";"=""321.167""";"=""10.404"""
Zone_122;50022012;50023033;Node_0;1021;"=""314.442""";"=""39.9""";"=""2856.0""";"=""4.0""";"=""-0.1548""";"=""0.114""";"=""0.0473""";"=""8.62""";"=""37.62""";"=""0.0466""";"=""0.0449""";"=""37.62""";"=""39.84""";"=""0.304""";"=""321.291""";"=""10.4939"""
Zone_123;50023033;50024054;Node_0;1021;"=""313.472""";"=""60.5""";"=""3278.0""";"=""50.0""";"=""-0.165""";"=""0.0124""";"=""0.0539""";"=""11.36""";"=""17.33""";"=""0.0526""";"=""0.0455""";"=""17.33""";"=""60.43""";"=""0.297""";"=""323.968""";"=""10.4616"""
Zone_124;50024054;50025075;Node_0;1021;"=""314.785""";"=""49.6""";"=""3054.0""";"=""25.0""";"=""-0.0514""";"=""-0.0563""";"=""0.0496""";"=""3.92""";"=""26.24""";"=""0.0484""";"=""0.045""";"=""26.24""";"=""49.37""";"=""0.303""";"=""322.08""";"=""10.5054"""
Zone_125;50025075;50026096;Node_0;1021;"=""315.862""";"=""40.7""";"=""2874.0""";"=""6.0""";"=""0.0288""";"=""0.0843""";"=""0.0474""";"=""5.09""";"=""36.34""";"=""0.0463""";"=""0.0451""";"=""36.34""";"=""40.55""";"=""0.301""";"=""321.13""";"=""10.5413"""
Zone_126;50026096;50027117;Node_0;1021;"=""314.58""";"=""35.2""";"=""2760.0""";"=""2.0""";"=""-0.1253""";"=""0.0393""";"=""0.0451""";"=""4.31""";"=""43.27""";"=""0.0446""";"=""0.0445""";"=""43.27""";"=""35.21""";"=""0.308""";"=""320.363""";"=""10.4986"""
Zone_127;50027117;50028138;Node_0;1021;"=""314.872""";"=""38.6""";"=""2830.0""";"=""6.0""";"=""-0.0914""";"=""0.075""";"=""0.047""";"=""5.09""";"=""37.92""";"=""0.0461""";"=""0.0446""";"=""37.92""";"=""38.81""";"=""0.306""";"=""321.079""";"=""10.5083"""
Zone_128;50028138;50029159;Node_0;1021;"=""315.313""";"=""34.2""";"=""2740.0""";"=""3.0""";"=""-0.0659""";"=""0.1369""";"=""0.0455""";"=""2.35""";"=""44.75""";"=""0.0447""";"=""0.0448""";"=""44.75""";"=""34.36""";"=""0.305""";"=""320.418""";"=""10.523"""
Zone_129;50029159;50030180;Node_0;1021;"=""316.188""";"=""38.1""";"=""2820.0""";"=""4.0""";"=""0.0334""";"=""0.193""";"=""0.0457""";"=""0.78""";"=""40.1""";"=""0.045""";"=""0.0447""";"=""40.1""";"=""38.09""";"=""0.305""";"=""320.577""";"=""10.5522"""
Zone_130;50030180;50031201;Node_0;1021;"=""315.363""";"=""37.9""";"=""2816.0""";"=""6.0""";"=""-0.0543""";"=""0.142""";"=""0.0455""";"=""1.96""";"=""40.0""";"=""0.0447""";"=""0.0441""";"=""40.0""";"=""38.14""";"=""0.313""";"=""320.425""";"=""10.5247"""
Zone_131;50031201;50032222;Node_0;1021;"=""316.048""";"=""39.1""";"=""2840.0""";"=""4.0""";"=""0.0426""";"=""0.1158""";"=""0.0471""";"=""1.96""";"=""36.53""";"=""0.0464""";"=""0.0449""";"=""36.53""";"=""38.8""";"=""0.304""";"=""321.185""";"=""10.5476"""
Zone_132;50032222;50033243;Node_0;1021;"=""315.854""";"=""38.3""";"=""2824.0""";"=""4.0""";"=""0.0537""";"=""0.019""";"=""0.0467""";"=""1.57""";"=""38.61""";"=""0.0459""";"=""0.0448""";"=""38.61""";"=""38.18""";"=""0.305""";"=""320.971""";"=""10.5411"""
Zone_133;50033243;50034264;Node_0;1021;"=""315.652""";"=""38.3""";"=""2824.0""";"=""4.0""";"=""0.0486""";"=""-0.0381""";"=""0.0462""";"=""1.57""";"=""39.21""";"=""0.0454""";"=""0.0449""";"=""39.21""";"=""37.97""";"=""0.304""";"=""320.761""";"=""10.5343"""
Zone_134;50034264;50035285;Node_0;1021;"=""313.234""";"=""38.7""";"=""2832.0""";"=""7.0""";"=""-0.2557""";"=""-0.0447""";"=""0.0469""";"=""4.7""";"=""39.9""";"=""0.0462""";"=""0.0449""";"=""39.9""";"=""38.64""";"=""0.304""";"=""321.105""";"=""10.4536"""
Zone_135;50035285;50036306;Node_0;1021;"=""316.426""";"=""39.9""";"=""2856.0""";"=""11.0""";"=""0.0811""";"=""0.1368""";"=""0.0462""";"=""1.57""";"=""37.52""";"=""0.0455""";"=""0.0444""";"=""37.52""";"=""40.05""";"=""0.309""";"=""320.767""";"=""10.5602"""
Zone_136;50036306;50037327;Node_0;1021;"=""315.057""";"=""41.1""";"=""2882.0""";"=""7.0""";"=""-0.0524""";"=""0.0383""";"=""0.048""";"=""4.7""";"=""35.25""";"=""0.0473""";"=""0.0449""";"=""35.25""";"=""41.05""";"=""0.303""";"=""321.583""";"=""10.5145"""
Zone_137;50037327;50038348;Node_0;1021;"=""314.833""";"=""36.4""";"=""2786.0""";"=""9.0""";"=""-0.0376""";"=""-0.0878""";"=""0.0454""";"=""3.13""";"=""41.39""";"=""0.0448""";"=""0.0443""";"=""41.39""";"=""36.2""";"=""0.31""";"=""320.458""";"=""10.507"""
Zone_138;50038348;50039369;Node_0;1021;"=""315.276""";"=""36.4""";"=""2786.0""";"=""6.0""";"=""0.0376""";"=""-0.1279""";"=""0.0453""";"=""3.53""";"=""40.5""";"=""0.0446""";"=""0.0443""";"=""40.5""";"=""36.3""";"=""0.31""";"=""320.392""";"=""10.5218"""
Zone_139;50039369;50040390;Node_0;1021;"=""315.61""";"=""32.8""";"=""2712.0""";"=""6.0""";"=""-0.0448""";"=""0.1808""";"=""0.0444""";"=""2.74""";"=""46.14""";"=""0.0437""";"=""0.0446""";"=""46.14""";"=""32.66""";"=""0.307""";"=""319.989""";"=""10.5329"""
Zone_140;50040390;50041411;Node_0;1021;"=""316.743""";"=""40.1""";"=""2860.0""";"=""5.0""";"=""0.1589""";"=""0.0196""";"=""0.0463""";"=""3.92""";"=""36.93""";"=""0.0454""";"=""0.0449""";"=""36.93""";"=""40.04""";"=""0.304""";"=""320.75""";"=""10.5708"""
Zone_141;50041411;50042432;Node_0;1021;"=""318.235""";"=""43.8""";"=""2936.0""";"=""5.0""";"=""0.2617""";"=""0.1882""";"=""0.0486""";"=""3.13""";"=""30.1""";"=""0.0475""";"=""0.0446""";"=""30.1""";"=""43.81""";"=""0.307""";"=""321.693""";"=""10.6205"""
Zone_142;50042432;50043453;Node_0;1021;"=""315.437""";"=""37.2""";"=""2802.0""";"=""7.0""";"=""0.0053""";"=""0.0078""";"=""0.0463""";"=""2.74""";"=""39.5""";"=""0.0455""";"=""0.0449""";"=""39.5""";"=""37.13""";"=""0.304""";"=""320.809""";"=""10.5271"""
Zone_143;50043453;50044474;Node_0;1021;"=""314.468""";"=""42.4""";"=""2908.0""";"=""6.0""";"=""-0.1085""";"=""0.0034""";"=""0.048""";"=""4.31""";"=""34.46""";"=""0.0473""";"=""0.045""";"=""34.46""";"=""42.39""";"=""0.303""";"=""321.585""";"=""10.4948"""
Zone_144;50044474;50045495;Node_0;1021;"=""315.763""";"=""27.2""";"=""2598.0""";"=""2.0""";"=""0.1007""";"=""-0.0363""";"=""0.0425""";"=""3.53""";"=""53.86""";"=""0.0419""";"=""0.0446""";"=""53.86""";"=""26.83""";"=""0.307""";"=""319.169""";"=""10.538"""
Zone_145;50045495;50046516;Node_0;1021;"=""314.751""";"=""34.0""";"=""2736.0""";"=""3.0""";"=""-0.0951""";"=""0.0178""";"=""0.0454""";"=""4.31""";"=""44.16""";"=""0.0449""";"=""0.0446""";"=""44.16""";"=""33.99""";"=""0.307""";"=""320.498""";"=""10.5043"""
Zone_146;50046516;50047537;Node_0;1021;"=""315.22""";"=""34.9""";"=""2754.0""";"=""3.0""";"=""-0.0169""";"=""-0.0075""";"=""0.0454""";"=""1.96""";"=""42.08""";"=""0.0447""";"=""0.0447""";"=""42.08""";"=""34.87""";"=""0.306""";"=""320.442""";"=""10.5199"""
Zone_147;50047537;50048558;Node_0;1021;"=""314.27""";"=""60.4""";"=""3276.0""";"=""67.0""";"=""-0.1053""";"=""0.0446""";"=""0.0537""";"=""9.01""";"=""16.24""";"=""0.0524""";"=""0.0457""";"=""16.24""";"=""60.88""";"=""0.295""";"=""323.906""";"=""10.4882"""
Zone_148;50048558;50049579;Node_0;1021;"=""315.803""";"=""45.5""";"=""2972.0""";"=""19.0""";"=""0.0581""";"=""-0.0612""";"=""0.0489""";"=""7.84""";"=""30.0""";"=""0.048""";"=""0.0451""";"=""30.0""";"=""45.55""";"=""0.301""";"=""321.903""";"=""10.5394"""
Zone_149;50049579;50050600;Node_0;1021;"=""315.81""";"=""39.8""";"=""2854.0""";"=""7.0""";"=""0.0837""";"=""-0.0927""";"=""0.0473""";"=""3.13""";"=""36.24""";"=""0.0467""";"=""0.0448""";"=""36.24""";"=""39.85""";"=""0.305""";"=""321.331""";"=""10.5396"""
Zone_150;50050600;50051621;Node_0;1021;"=""315.871""";"=""30.5""";"=""2664.0""";"=""2.0""";"=""0.0997""";"=""-0.0282""";"=""0.044""";"=""1.96""";"=""48.12""";"=""0.0435""";"=""0.0445""";"=""48.12""";"=""30.13""";"=""0.308""";"=""319.905""";"=""10.5416"""
Zone_151;50051621;50052642;Node_0;1021;"=""314.9""";"=""35.9""";"=""2776.0""";"=""1.0""";"=""-0.0354""";"=""-0.0703""";"=""0.0461""";"=""4.7""";"=""42.38""";"=""0.0453""";"=""0.0447""";"=""42.38""";"=""35.99""";"=""0.306""";"=""320.71""";"=""10.5092"""
Zone_152;50052642;50053663;Node_0;1021;"=""314.397""";"=""37.7""";"=""2812.0""";"=""4.0""";"=""-0.0909""";"=""-0.0975""";"=""0.0462""";"=""4.31""";"=""40.0""";"=""0.0455""";"=""0.0446""";"=""40.0""";"=""37.93""";"=""0.307""";"=""320.77""";"=""10.4924"""
Zone_153;50053663;50054684;Node_0;1021;"=""317.262""";"=""36.6""";"=""2790.0""";"=""3.0""";"=""0.246""";"=""0.017""";"=""0.0465""";"=""3.53""";"=""40.2""";"=""0.0456""";"=""0.0448""";"=""40.2""";"=""36.37""";"=""0.305""";"=""320.838""";"=""10.5881"""
Zone_154;50054684;50055705;Node_0;1021;"=""314.002""";"=""45.5""";"=""2972.0""";"=""19.0""";"=""-0.1054""";"=""-0.1727""";"=""0.0484""";"=""3.13""";"=""32.18""";"=""0.0475""";"=""0.0447""";"=""32.18""";"=""45.39""";"=""0.306""";"=""321.682""";"=""10.4793"""
Zone_155;50055705;50056726;Node_0;1021;"=""316.197""";"=""39.7""";"=""2852.0""";"=""12.0""";"=""0.1111""";"=""-0.0325""";"=""0.0475""";"=""3.13""";"=""37.72""";"=""0.0467""";"=""0.045""";"=""37.72""";"=""39.31""";"=""0.303""";"=""321.313""";"=""10.5525"""
Zone_156;50056726;50057747;Node_0;1021;"=""315.955""";"=""37.9""";"=""2816.0""";"=""11.0""";"=""0.0594""";"=""0.041""";"=""0.0463""";"=""5.88""";"=""40.59""";"=""0.0454""";"=""0.0441""";"=""40.59""";"=""37.66""";"=""0.312""";"=""320.747""";"=""10.5444"""
Zone_157;50057747;50058768;Node_0;1021;"=""315.863""";"=""37.1""";"=""2800.0""";"=""8.0""";"=""0.0396""";"=""0.0654""";"=""0.0451""";"=""2.74""";"=""39.7""";"=""0.0442""";"=""0.0444""";"=""39.7""";"=""36.97""";"=""0.309""";"=""320.186""";"=""10.5414"""
Zone_158;50058768;50059789;Node_0;1021;"=""315.201""";"=""35.7""";"=""2772.0""";"=""4.0""";"=""-0.0301""";"=""0.0183""";"=""0.0447""";"=""1.57""";"=""41.29""";"=""0.0441""";"=""0.0443""";"=""41.29""";"=""35.89""";"=""0.31""";"=""320.173""";"=""10.5193"""
Zone_159;50059789;50060810;Node_0;1021;"=""315.341""";"=""40.2""";"=""2862.0""";"=""3.0""";"=""-0.0195""";"=""0.0409""";"=""0.0478""";"=""5.09""";"=""37.33""";"=""0.0467""";"=""0.045""";"=""37.33""";"=""40.2""";"=""0.303""";"=""321.333""";"=""10.524"""
Zone_160;50060810;50061831;Node_0;1021;"=""314.972""";"=""39.7""";"=""2852.0""";"=""3.0""";"=""-0.0222""";"=""-0.0844""";"=""0.0474""";"=""3.13""";"=""35.94""";"=""0.0466""";"=""0.0448""";"=""35.94""";"=""39.58""";"=""0.304""";"=""321.284""";"=""10.5116"""
Zone_161;50061831;50062852;Node_0;1021;"=""314.655""";"=""42.4""";"=""2908.0""";"=""4.0""";"=""-0.0485""";"=""-0.1224""";"=""0.0483""";"=""5.88""";"=""31.78""";"=""0.0474""";"=""0.045""";"=""31.78""";"=""42.57""";"=""0.302""";"=""321.647""";"=""10.5011"""
Zone_162;50062852;50063873;Node_0;1021;"=""312.935""";"=""40.4""";"=""2866.0""";"=""7.0""";"=""-0.2184""";"=""-0.2381""";"=""0.0478""";"=""2.35""";"=""35.94""";"=""0.0468""";"=""0.0448""";"=""35.94""";"=""40.36""";"=""0.304""";"=""321.391""";"=""10.4437"""
Zone_163;50063873;50064894;Node_0;1021;"=""315.245""";"=""41.8""";"=""2896.0""";"=""2.0""";"=""0.0117""";"=""-0.0943""";"=""0.0477""";"=""3.92""";"=""32.97""";"=""0.0467""";"=""0.0448""";"=""32.97""";"=""41.59""";"=""0.305""";"=""321.344""";"=""10.5208"""
Zone_164;50064894;50065915;Node_0;1021;"=""316.365""";"=""40.5""";"=""2868.0""";"=""5.0""";"=""0.1332""";"=""-0.0461""";"=""0.048""";"=""1.96""";"=""36.53""";"=""0.0471""";"=""0.045""";"=""36.53""";"=""40.28""";"=""0.302""";"=""321.501""";"=""10.5581"""
Zone_165;50065915;50066936;Node_0;1021;"=""314.722""";"=""37.5""";"=""2808.0""";"=""5.0""";"=""-0.0653""";"=""-0.0533""";"=""0.0463""";"=""1.96""";"=""38.61""";"=""0.0454""";"=""0.0447""";"=""38.61""";"=""37.36""";"=""0.305""";"=""320.743""";"=""10.5033"""
Zone_166;50066936;50067957;Node_0;1021;"=""316.763""";"=""39.4""";"=""2846.0""";"=""6.0""";"=""0.1294""";"=""0.1212""";"=""0.0472""";"=""4.31""";"=""37.52""";"=""0.0465""";"=""0.045""";"=""37.52""";"=""39.41""";"=""0.303""";"=""321.238""";"=""10.5714"""
Zone_167;50067957;50068978;Node_0;1021;"=""317.001""";"=""40.5""";"=""2870.0""";"=""7.0""";"=""0.1884""";"=""0.0181""";"=""0.0475""";"=""3.92""";"=""35.64""";"=""0.0465""";"=""0.0451""";"=""35.64""";"=""40.48""";"=""0.301""";"=""321.249""";"=""10.5794"""
Zone_168;50068978;50069999;Node_0;1021;"=""313.83""";"=""38.1""";"=""2820.0""";"=""2.0""";"=""-0.126""";"=""-0.1994""";"=""0.0471""";"=""3.13""";"=""38.61""";"=""0.0461""";"=""0.0448""";"=""38.61""";"=""38.39""";"=""0.305""";"=""321.066""";"=""10.4735"""
Zone_169;50069999;50071020;Node_0;1021;"=""315.71""";"=""43.9""";"=""2938.0""";"=""12.0""";"=""0.0312""";"=""0.0087""";"=""0.0479""";"=""1.96""";"=""33.96""";"=""0.0469""";"=""0.0444""";"=""33.96""";"=""43.92""";"=""0.309""";"=""321.404""";"=""10.5363"""
Zone_170;50071020;50072041;Node_0;1021;"=""314.617""";"=""40.7""";"=""2874.0""";"=""7.0""";"=""-0.0817""";"=""-0.0347""";"=""0.0474""";"=""4.31""";"=""35.54""";"=""0.0466""";"=""0.0449""";"=""35.54""";"=""40.6""";"=""0.303""";"=""321.296""";"=""10.4998"""
